Date;Open;High;Low;Close;Volume
2008-11-26;27447;27447;26986.4;27212.1;70328056
2008-11-27;27838.4;27838.4;27414.7;27490.5;75719725
2008-11-28;27187.6;27187.6;26939.8;27057.5;65772989
2008-12-01;26488;26549.5;26488;26549.5;54329003
2008-12-02;26633.2;26955.1;26633.2;26955.1;50196768
2008-12-03;26902.4;26902.4;26537.7;26580.1;54056052
2008-12-04;27081.2;27247.4;27004.9;27247.4;62517716
2008-12-05;27073.1;27073.1;26931.7;26945.6
2008-12-08;27779.8;27990.7;27779.8;27990.7;66535161
2008-12-09;28220.9;28390.7;28109.3;28390.7;76942127
2008-12-10;27928.3;28258.1;27928.3;28249.2;73017561
2008-12-11;27940.1;28099.7;27940.1;28096.1;47426475
2008-12-12;27420.4;27420.4;27256.4;27256.4;55252888
2008-12-15;27432.7;27665.4;27432.7;27665.4;44686959
2008-12-16;27811.1;28192.4;27811.1;28192.4;56462711
2008-12-17;27879.4;27879.4;27306.9;27306.9;57666276
2008-12-18;27268.3;27298.5;27147.7;27298.5;69245943
2008-12-19;27161.3;27230.9;27135.1;27135.1;79090511
2008-12-22;26807.5;26807.5;26743.7;26743.7;42481110
2008-12-23;26669.4;26757.3;26669.4;26687.7;49119659
2008-12-29;27061.8;27061.8;27017.9;27017.9;33130986
2008-12-30;27328.2;27375.2;27318.2;27318.2;48238437
2008-12-31;27380.3;27380.3;27161.8;27167.2;31260804
2009-01-05;28084.2;28282.8;28084.2;28282.8;74186013
2009-01-06;28579;28866.9;28579;28866.9;129190963
2009-01-07;28813.2;28813.2;28392.3;28450;89812431
2009-01-08;28296.4;28296.4;28094.6;28132.1;86237948
2009-01-09;27879.4;27879.4;27590.9;27590.9;60665245
2009-01-12;27293.7;27293.7;27215.1;27252.4;43819198
2009-01-13;26621.8;26892.9;26621.8;26892.9;75864140
2009-01-14;26689.4;26689.4;26091.6;26091.6;84551529
2009-01-15;25811.9;26056.2;25765.6;25765.6;89247013
2009-01-16;26028;26028;25863.9;26002.8;293743053
2009-01-19;25953.4;25953.4;25277.9;25277.9;90833666
2009-01-20;25113.7;25126.5;25088;25126.5;52314846
2009-01-21;24399.4;25475.2;24399.4;25475.2;93028149
2009-01-22;25320.4;25320.4;24392.3;24761.2;74637029
2009-01-23;24205.2;24636.2;23961;24636.2;67282615
2009-01-26;24793.1;25256.7;24793.1;25256.7;56595315
2009-01-27;24957.6;25051.8;24642.6;24642.6;64876211
2009-01-28;24963.1;25054.2;24852.6;24852.6;41702491
2009-01-29;24583.4;24728.9;24583.4;24671.5;43123538
2009-01-30;24464;24614.2;24464;24490.6;66870223
2009-02-02;23845.2;23845.2;23685.4;23685.9;58479687
2009-02-03;23117.6;23148.2;22788.3;22788.3;62561615
2009-02-04;23043.4;23043.4;22856.2;23014.8;94807006
2009-02-05;22898.9;23121.6;22898.9;23120.6;66621903
2009-02-06;23558.8;23734.1;23558.8;23734.1;108317888
2009-02-09;23699.2;24302;23699.2;24302;76871225
2009-02-10;24279.2;24430.5;24279.2;24430.5;146221146
2009-02-11;24125.3;24125.3;23955.5;23955.5;99569777
2009-02-12;23553.4;23553.4;23381;23381;56241499
2009-02-13;23626.6;23626.6;23343.3;23343.3;43247825
2009-02-16;22807.6;22807.6;22570.9;22570.9;51855436
2009-02-17;22095.7;22095.7;21088.6;21088.6;103313370
2009-02-18;20545.6;21308.3;20545.6;21158.7;112103861
2009-02-19;21824.2;22010.2;21824.2;22010.2;68851352
2009-02-20;21269.6;21627.4;21170;21627.4;74030837
2009-02-23;21767.1;21767.1;21466.9;21466.9;47848165
2009-02-24;20977.9;21387.7;20977.9;21321.3;58854348
2009-02-25;21853.8;21853.8;21262.5;21262.5;47850938
2009-02-26;21119.7;21767.4;21119.7;21767.4;52145533
2009-02-27;21964.9;21964.9;21476.8;21512.6;75697492
2009-03-02;21593.3;21662.5;21593.3;21616.2;79386271
2009-03-03;21649.2;21961.6;21649.2;21873.8;78936222
2009-03-04;22175.2;22592.1;22175.2;22586.9;87123028
2009-03-05;22498.4;22498.4;22400.8;22431.5;65690696
2009-03-06;22584.2;22839;22584.2;22839;77359701
2009-03-09;22494.4;22727.1;22494.4;22597.2;63167525
2009-03-10;22800.7;23067.8;22800.7;22907;103963168
2009-03-11;23341.7;23341.7;23090.8;23090.8;82455582
2009-03-12;22797.6;23018.8;22797.6;23018.8;104416083
2009-03-13;23448.4;23448.4;23016.3;23016.3;67707482
2009-03-16;23361.8;23361.8;23284.9;23342.2;56543246
2009-03-17;23200.5;23200.5;23008.1;23008.1;83897131
2009-03-18;22992.6;22992.6;22698.5;22698.5;58354632
2009-03-19;22949.2;23132.9;22949.2;23132.9;78156780
2009-03-20;23141.1;23370.7;23141.1;23370.7;119692941
2009-03-23;23908.7;24078.4;23908.7;24078.4;145661515
2009-03-24;24119.4;24211.8;24119.4;24176.8;123613674
2009-03-25;24459.8;25275.9;24459.8;25275.9;159353471
2009-03-26;25379.2;25379.2;25188.6;25188.6;107132325
2009-03-27;24744.3;24744.3;24499;24577.8;123045192
2009-03-30;24038.2;24038.2;23764;23764;83964285
2009-03-31;24162.6;24162.6;23817.2;23817.2;90723830
2009-04-01;23687.1;23935.7;23687.1;23935.7;94395487
